Order-Date,Delivery-Date,Promised-Date,Courier,Size of the box height,Size of the box width,Size of the box length,Size of the box weight,Weather,Store address,Customer address
2/22/2021,2/27/2021,2/27/2021,FD,29.632656,34.722553,17.523058,4.005142263,Bad,-2.503346666,-2.457850961
7/19/2021,7/23/2021,7/22/2021,FD,29.632656,34.722553,17.523058,1.794626944,Good,-2.503346666,-2.45777591
5/6/2021,5/12/2021,5/12/2021,FD,29.632656,34.722553,17.523058,1.231045153,Good,-2.503346666,-2.457770434
10/19/2020,10/22/2020,10/22/2020,PS,29.632656,34.722553,17.523058,3.895036179,Good,-2.503346666,-2.457818996
1/29/2021,2/1/2021,2/1/2021,PS,29.632656,34.722553,17.523058,3.733117274,Bad,-2.503346666,-2.457867608
11/10/2021,11/15/2021,11/14/2021,FD,29.632656,34.722553,17.523058,3.055653669,Good,-2.503346666,-2.457718656
10/14/2021,10/20/2021,10/19/2021,FD,29.632656,34.722553,17.523058,2.21978045,Good,-2.503346666,-2.457906548
12/14/2020,12/18/2020,12/17/2020,FD,29.632656,34.722553,17.523058,3.059741493,Good,-2.503346666,-2.457794621
11/21/2020,11/26/2020,11/25/2020,FD,29.632656,34.722553,17.523058,2.905187673,Good,-2.503346666,-2.457734951
12/25/2020,12/28/2020,12/27/2020,PS,29.632656,34.722553,17.523058,3.495023452,Bad,-2.503346666,-2.45787033
7/9/2021,7/13/2021,7/12/2021,PS,29.632656,34.722553,17.523058,2.063511878,Good,-2.503346666,-2.457838942
9/20/2021,9/26/2021,9/25/2021,FD,29.632656,34.722553,17.523058,1.315090993,Good,-2.503346666,-2.45782514
3/1/2021,3/4/2021,3/4/2021,PS,29.632656,34.722553,17.523058,3.181180323,Good,-2.503346666,-2.457808339
2/10/2021,2/15/2021,2/14/2021,FD,29.632656,34.722553,17.523058,1.173792457,Bad,-2.503346666,-2.45773555
10/27/2021,11/1/2021,10/31/2021,FD,29.632656,34.722553,17.523058,1.686024462,Good,-2.503346666,-2.457844746
11/14/2020,11/17/2020,11/16/2020,PS,29.632656,34.722553,17.523058,2.180281412,Good,-2.503346666,-2.457823073
4/27/2021,5/3/2021,5/3/2021,FD,29.632656,34.722553,17.523058,1.389642379,Good,-2.503346666,-2.457903211
3/28/2021,4/2/2021,4/1/2021,FD,29.632656,34.722553,17.523058,3.457834542,Good,-2.503346666,-2.45781606
12/16/2020,12/19/2020,12/19/2020,PS,29.632656,34.722553,17.523058,4.114312828,Bad,-2.503346666,-2.457882075
7/20/2021,7/25/2021,7/25/2021,PS,29.632656,34.722553,17.523058,3.115841777,Good,-2.503346666,-2.457852809
11/30/2020,12/5/2020,12/4/2020,PS,29.632656,34.722553,17.523058,4.58059634,Bad,-2.503346666,-2.457684305
5/29/2021,6/4/2021,6/4/2021,FD,29.632656,34.722553,17.523058,0.587809442,Good,-2.503346666,-2.45781607
12/8/2020,12/13/2020,12/12/2020,FD,29.632656,34.722553,17.523058,3.57142373,Bad,-2.503346666,-2.457789897
11/26/2020,12/1/2020,12/1/2020,PS,29.632656,34.722553,17.523058,2.529634484,Good,-2.503346666,-2.457796389
1/20/2021,1/25/2021,1/24/2021,PS,29.632656,34.722553,17.523058,2.617523258,Bad,-2.503346666,-2.457807538
7/30/2021,8/4/2021,8/4/2021,FD,29.632656,34.722553,17.523058,1.334656462,Good,-2.503346666,-2.457848192
7/6/2021,7/10/2021,7/10/2021,FD,29.632656,34.722553,17.523058,4.44132345,Good,-2.503346666,-2.457900222
6/24/2021,6/30/2021,6/29/2021,FD,29.632656,34.722553,17.523058,3.045088545,Good,-2.503346666,-2.457832504
11/25/2021,11/29/2021,11/29/2021,FD,29.632656,34.722553,17.523058,2.362141482,Good,-2.503346666,-2.457816634
1/6/2021,1/9/2021,1/9/2021,PS,29.632656,34.722553,17.523058,1.186147458,Bad,-2.503346666,-2.457803198
5/1/2021,5/6/2021,5/5/2021,FD,29.632656,34.722553,17.523058,2.783386536,Good,-2.503346666,-2.45791997
1/1/2021,1/6/2021,1/6/2021,PS,29.632656,34.722553,17.523058,1.06578408,Good,-2.503346666,-2.45785438
10/31/2020,11/5/2020,11/5/2020,PS,29.632656,34.722553,17.523058,1.205667693,Good,-2.503346666,-2.457731453
11/18/2021,11/24/2021,11/24/2021,FD,29.632656,34.722553,17.523058,4.41111468,Good,-2.503346666,-2.457821859
11/29/2020,12/3/2020,12/3/2020,FD,29.632656,34.722553,17.523058,2.126977353,Good,-2.503346666,-2.457816099
6/24/2021,6/28/2021,6/28/2021,FD,29.632656,34.722553,17.523058,3.263406139,Good,-2.503346666,-2.457818964
3/26/2021,4/1/2021,4/1/2021,FD,29.632656,34.722553,17.523058,2.207847342,Good,-2.503346666,-2.457871714
1/30/2021,2/4/2021,2/4/2021,FD,29.632656,34.722553,17.523058,0.987300172,Good,-2.503346666,-2.457836937
11/20/2021,11/25/2021,11/25/2021,PS,29.632656,34.722553,17.523058,2.536017563,Good,-2.503346666,-2.457834522
1/13/2021,1/18/2021,1/17/2021,PS,29.632656,34.722553,17.523058,2.79079846,Bad,-2.503346666,-2.457671419
11/9/2020,11/13/2020,11/12/2020,PS,29.632656,34.722553,17.523058,4.183276002,Good,-2.503346666,-2.457857166
11/10/2021,11/14/2021,11/13/2021,PS,29.632656,34.722553,17.523058,2.531975272,Good,-2.503346666,-2.457893648
4/6/2021,4/10/2021,4/9/2021,PS,29.632656,34.722553,17.523058,2.666164375,Good,-2.503346666,-2.457805874
2/12/2021,2/16/2021,2/15/2021,FD,29.632656,34.722553,17.523058,4.014781925,Good,-2.503346666,-2.457861262
8/27/2021,8/31/2021,8/30/2021,FD,29.632656,34.722553,17.523058,2.087587531,Good,-2.503346666,-2.457800385
1/11/2021,1/15/2021,1/14/2021,PS,29.632656,34.722553,17.523058,2.417008492,Good,-2.503346666,-2.457823492
12/2/2021,12/5/2021,12/4/2021,PS,29.632656,34.722553,17.523058,3.519822592,Bad,-2.503346666,-2.457860625
4/3/2021,4/9/2021,4/8/2021,FD,29.632656,34.722553,17.523058,3.450774685,Good,-2.503346666,-2.457849181
3/10/2021,3/15/2021,3/15/2021,PS,29.632656,34.722553,17.523058,0.504060974,Good,-2.503346666,-2.45783297
11/18/2020,11/21/2020,11/21/2020,PS,29.632656,34.722553,17.523058,3.266686119,Good,-2.503346666,-2.457838167
11/17/2020,11/22/2020,11/21/2020,PS,29.632656,34.722553,17.523058,0.488810645,Good,-2.503346666,-2.457850522
12/17/2020,12/20/2020,12/19/2020,PS,29.632656,34.722553,17.523058,1.155062534,Bad,-2.503346666,-2.457847541
11/14/2021,11/18/2021,11/17/2021,FD,29.632656,34.722553,17.523058,2.219529319,Good,-2.503346666,-2.457831769
9/30/2021,10/3/2021,10/2/2021,PS,29.632656,34.722553,17.523058,2.873472993,Good,-2.503346666,-2.45786385
10/31/2020,11/5/2020,11/4/2020,FD,29.632656,34.722553,17.523058,2.348161697,Good,-2.503346666,-2.457702192
11/10/2020,11/15/2020,11/14/2020,FD,29.632656,34.722553,17.523058,1.7424136,Good,-2.503346666,-2.457803315
12/14/2020,12/20/2020,12/19/2020,FD,29.632656,34.722553,17.523058,2.74812902,Bad,-2.503346666,-2.457786648
1/27/2021,1/30/2021,1/29/2021,PS,29.632656,34.722553,17.523058,1.144099265,Bad,-2.503346666,-2.457786747
12/2/2020,12/5/2020,12/5/2020,PS,29.632656,34.722553,17.523058,3.456713872,Bad,-2.503346666,-2.457813022
2/1/2021,2/6/2021,2/6/2021,PS,29.632656,34.722553,17.523058,2.709323184,Bad,-2.503346666,-2.457898643
4/23/2021,4/29/2021,4/28/2021,FD,29.632656,34.722553,17.523058,0.349665034,Good,-2.503346666,-2.457878232
10/31/2021,11/3/2021,11/3/2021,PS,29.632656,34.722553,17.523058,1.656701693,Good,-2.503346666,-2.457858916
3/3/2021,3/8/2021,3/7/2021,FD,29.632656,34.722553,17.523058,4.538479661,Good,-2.503346666,-2.457799154
3/28/2021,4/2/2021,4/1/2021,FD,29.632656,34.722553,17.523058,1.696693256,Good,-2.503346666,-2.457783948
2/7/2021,2/11/2021,2/10/2021,PS,29.632656,34.722553,17.523058,2.718757254,Good,-2.503346666,-2.457819112
2/18/2021,2/21/2021,2/20/2021,PS,29.632656,34.722553,17.523058,1.763861712,Bad,-2.503346666,-2.457818961
2/28/2021,3/4/2021,3/4/2021,PS,29.632656,34.722553,17.523058,3.277983995,Good,-2.503346666,-2.45781235
6/23/2021,6/27/2021,6/27/2021,FD,29.632656,34.722553,17.523058,1.731802967,Good,-2.503346666,-2.457755779
10/27/2020,11/1/2020,11/1/2020,FD,29.632656,34.722553,17.523058,1.186988733,Good,-2.503346666,-2.457764882
7/19/2021,7/25/2021,7/25/2021,FD,29.632656,34.722553,17.523058,2.686079998,Good,-2.503346666,-2.457859538
11/22/2021,11/26/2021,11/26/2021,FD,29.632656,34.722553,17.523058,3.321852836,Good,-2.503346666,-2.45778636
11/19/2020,11/25/2020,11/24/2020,FD,29.632656,34.722553,17.523058,3.554487148,Good,-2.503346666,-2.457916008
12/23/2020,12/27/2020,12/26/2020,PS,29.632656,34.722553,17.523058,0.409494671,Bad,-2.503346666,-2.457859591
11/3/2021,11/10/2021,11/10/2021,PS,29.632656,34.722553,17.523058,5.491143542,Good,-2.503346666,-2.457734448
2/4/2021,2/8/2021,2/8/2021,FD,29.632656,34.722553,17.523058,2.058471859,Bad,-2.503346666,-2.457932096
6/3/2021,6/9/2021,6/8/2021,FD,29.632656,34.722553,17.523058,1.07710231,Good,-2.503346666,-2.457769163
11/26/2020,12/1/2020,12/1/2020,FD,29.632656,34.722553,17.523058,1.608350577,Good,-2.503346666,-2.45777853
8/15/2021,8/21/2021,8/20/2021,FD,29.632656,34.722553,17.523058,3.541608391,Good,-2.503346666,-2.457909871
11/30/2021,12/6/2021,12/5/2021,FD,29.632656,34.722553,17.523058,2.182161274,Bad,-2.503346666,-2.457839627
10/9/2021,10/15/2021,10/15/2021,FD,29.632656,34.722553,17.523058,1.937270919,Good,-2.503346666,-2.457706979
6/12/2021,6/16/2021,6/16/2021,FD,29.632656,34.722553,17.523058,2.379224682,Good,-2.503346666,-2.457811918
3/17/2021,3/22/2021,3/21/2021,FD,29.632656,34.722553,17.523058,3.909657318,Good,-2.503346666,-2.457843895
5/2/2021,5/7/2021,5/7/2021,PS,29.632656,34.722553,17.523058,4.339601232,Good,-2.503346666,-2.457882003
9/29/2021,10/3/2021,10/2/2021,FD,29.632656,34.722553,17.523058,1.319499739,Good,-2.503346666,-2.457839458
11/8/2020,11/12/2020,11/12/2020,PS,29.632656,34.722553,17.523058,1.667472747,Good,-2.503346666,-2.457832227
12/2/2020,12/5/2020,12/4/2020,PS,29.632656,34.722553,17.523058,2.807585022,Bad,-2.503346666,-2.457969464
4/4/2021,4/10/2021,4/9/2021,FD,29.632656,34.722553,17.523058,1.379738044,Good,-2.503346666,-2.457705356
5/20/2021,5/24/2021,5/24/2021,FD,29.632656,34.722553,17.523058,2.08049704,Good,-2.503346666,-2.457845997
2/14/2021,2/19/2021,2/19/2021,FD,29.632656,34.722553,17.523058,3.629449329,Good,-2.503346666,-2.457943315
9/26/2020,9/30/2020,9/29/2020,PS,29.632656,34.722553,17.523058,4.026591023,Good,-2.503346666,-2.457748591
12/11/2020,12/15/2020,12/15/2020,FD,29.632656,34.722553,17.523058,1.552983807,Good,-2.503346666,-2.457810777
11/21/2020,11/25/2020,11/24/2020,FD,29.632656,34.722553,17.523058,1.681764312,Good,-2.503346666,-2.457756489
6/19/2021,6/23/2021,6/23/2021,PS,29.632656,34.722553,17.523058,2.511909511,Good,-2.503346666,-2.457894259
9/7/2021,9/11/2021,9/11/2021,FD,29.632656,34.722553,17.523058,4.212169751,Good,-2.503346666,-2.45776285
10/1/2021,10/4/2021,10/3/2021,PS,29.632656,34.722553,17.523058,1.259133443,Good,-2.503346666,-2.457763878
12/2/2020,12/5/2020,12/4/2020,PS,29.632656,34.722553,17.523058,2.626947769,Bad,-2.503346666,-2.457811046
10/16/2020,10/20/2020,10/20/2020,PS,29.632656,34.722553,17.523058,3.769781833,Good,-2.503346666,-2.457865764
8/14/2021,8/19/2021,8/19/2021,FD,29.632656,34.722553,17.523058,1.906173851,Good,-2.503346666,-2.457866675
3/26/2021,3/31/2021,3/31/2021,FD,29.632656,34.722553,17.523058,3.220862323,Good,-2.503346666,-2.457826079
6/6/2021,6/11/2021,6/10/2021,PS,29.632656,34.722553,17.523058,2.654787278,Good,-2.503346666,-2.457802283
8/15/2021,8/20/2021,8/19/2021,FD,29.632656,34.722553,17.523058,1.919099621,Good,-2.503346666,-2.45775927
7/2/2021,7/6/2021,7/5/2021,FD,29.632656,34.722553,17.523058,2.728230349,Good,-2.503346666,-2.457806729
11/17/2021,11/22/2021,11/22/2021,PS,29.632656,34.722553,17.523058,3.321968373,Good,-2.503346666,-2.45778922
5/6/2021,5/11/2021,5/10/2021,FD,29.632656,34.722553,17.523058,1.993682114,Good,-2.503346666,-2.457804371
11/28/2020,12/4/2020,12/4/2020,FD,29.632656,34.722553,17.523058,3.96394858,Good,-2.503346666,-2.457814814
12/13/2020,12/18/2020,12/17/2020,FD,29.632656,34.722553,17.523058,3.100716529,Good,-2.503346666,-2.457846828
1/3/2021,1/10/2021,1/10/2021,PS,29.632656,34.722553,17.523058,5.050345071,Bad,-2.503346666,-2.457823815
11/21/2021,11/25/2021,11/24/2021,FD,29.632656,34.722553,17.523058,3.015585967,Good,-2.503346666,-2.457870955
10/31/2020,11/4/2020,11/4/2020,PS,29.632656,34.722553,17.523058,2.40420853,Good,-2.503346666,-2.457826565
1/3/2021,1/8/2021,1/7/2021,PS,29.632656,34.722553,17.523058,2.323112307,Good,-2.503346666,-2.457837849
8/13/2021,8/16/2021,8/16/2021,PS,29.632656,34.722553,17.523058,1.973250407,Good,-2.503346666,-2.457813283
12/2/2021,12/6/2021,12/6/2021,PS,29.632656,34.722553,17.523058,3.573262005,Bad,-2.503346666,-2.457870466
12/20/2020,12/26/2020,12/26/2020,FD,29.632656,34.722553,17.523058,0.36148144,Bad,-2.503346666,-2.457796306
12/25/2020,12/31/2020,12/30/2020,FD,29.632656,34.722553,17.523058,4.2110848,Good,-2.503346666,-2.457842475
8/8/2021,8/13/2021,8/13/2021,FD,29.632656,34.722553,17.523058,2.033126577,Good,-2.503346666,-2.457857069
3/6/2021,3/10/2021,3/9/2021,PS,29.632656,34.722553,17.523058,4.217383587,Good,-2.503346666,-2.457804415
12/28/2020,1/2/2021,1/1/2021,PS,29.632656,34.722553,17.523058,3.974218484,Bad,-2.503346666,-2.457896362
12/6/2020,12/10/2020,12/9/2020,PS,29.632656,34.722553,17.523058,2.866389972,Good,-2.503346666,-2.457842599
7/6/2021,7/12/2021,7/11/2021,FD,29.632656,34.722553,17.523058,3.499729698,Good,-2.503346666,-2.457799473
10/24/2021,10/29/2021,10/29/2021,PS,29.632656,34.722553,17.523058,2.654818003,Good,-2.503346666,-2.457844921
6/21/2021,6/25/2021,6/24/2021,FD,29.632656,34.722553,17.523058,3.67246454,Good,-2.503346666,-2.457834957
11/23/2020,11/28/2020,11/28/2020,PS,29.632656,34.722553,17.523058,2.439392252,Good,-2.503346666,-2.457794285
7/27/2021,7/30/2021,7/29/2021,PS,29.632656,34.722553,17.523058,3.472117083,Good,-2.503346666,-2.457832294
1/10/2021,1/14/2021,1/14/2021,PS,29.632656,34.722553,17.523058,2.193390309,Good,-2.503346666,-2.457832778
12/2/2021,12/5/2021,12/4/2021,PS,29.632656,34.722553,17.523058,1.96975773,Bad,-2.503346666,-2.457788757
9/25/2021,10/1/2021,9/30/2021,FD,29.632656,34.722553,17.523058,1.692092265,Good,-2.503346666,-2.457856754
2/11/2021,2/15/2021,2/14/2021,PS,29.632656,34.722553,17.523058,3.809886615,Bad,-2.503346666,-2.457876081
12/17/2020,12/21/2020,12/21/2020,FD,29.632656,34.722553,17.523058,3.67244963,Bad,-2.503346666,-2.457830361
11/22/2020,11/27/2020,11/26/2020,FD,29.632656,34.722553,17.523058,2.440528956,Good,-2.503346666,-2.457796578
4/9/2021,4/13/2021,4/12/2021,FD,29.632656,34.722553,17.523058,3.029317681,Good,-2.503346666,-2.457862712
9/29/2021,10/2/2021,10/1/2021,PS,29.632656,34.722553,17.523058,3.787426678,Good,-2.503346666,-2.457784909
10/21/2020,10/24/2020,10/23/2020,PS,29.632656,34.722553,17.523058,4.513357974,Good,-2.503346666,-2.45785803
7/29/2021,8/1/2021,7/31/2021,PS,29.632656,34.722553,17.523058,2.185924183,Good,-2.503346666,-2.457887109
8/11/2021,8/17/2021,8/17/2021,FD,29.632656,34.722553,17.523058,2.783415845,Good,-2.503346666,-2.457890455
10/23/2021,10/28/2021,10/27/2021,PS,29.632656,34.722553,17.523058,3.522416007,Good,-2.503346666,-2.457746013
12/20/2020,12/25/2020,12/24/2020,PS,29.632656,34.722553,17.523058,3.270124296,Good,-2.503346666,-2.457840125
1/20/2021,1/24/2021,1/23/2021,PS,29.632656,34.722553,17.523058,4.314979076,Bad,-2.503346666,-2.457886073
4/25/2021,5/1/2021,4/30/2021,FD,29.632656,34.722553,17.523058,3.137588941,Good,-2.503346666,-2.457794204
10/7/2020,10/12/2020,10/12/2020,PS,29.632656,34.722553,17.523058,1.096960826,Good,-2.503346666,-2.45776761
2/17/2021,2/21/2021,2/21/2021,PS,29.632656,34.722553,17.523058,1.257744761,Bad,-2.503346666,-2.457784859
8/27/2021,8/31/2021,8/30/2021,FD,29.632656,34.722553,17.523058,4.090466591,Good,-2.503346666,-2.457769011
9/11/2021,9/16/2021,9/16/2021,PS,29.632656,34.722553,17.523058,3.546549877,Good,-2.503346666,-2.457889005
12/15/2020,12/18/2020,12/17/2020,PS,29.632656,34.722553,17.523058,1.540594593,Good,-2.503346666,-2.45782973
1/16/2021,1/20/2021,1/19/2021,PS,29.632656,34.722553,17.523058,2.895784865,Good,-2.503346666,-2.457850079
12/29/2020,1/3/2021,1/2/2021,PS,29.632656,34.722553,17.523058,2.424872463,Bad,-2.503346666,-2.457784343
6/21/2021,6/25/2021,6/24/2021,FD,29.632656,34.722553,17.523058,3.131950715,Good,-2.503346666,-2.457773436
8/23/2021,8/28/2021,8/27/2021,FD,29.632656,34.722553,17.523058,2.397504435,Good,-2.503346666,-2.457807772
6/20/2021,6/24/2021,6/24/2021,FD,29.632656,34.722553,17.523058,1.652006282,Good,-2.503346666,-2.457792745
11/30/2020,12/4/2020,12/4/2020,PS,29.632656,34.722553,17.523058,4.382252934,Good,-2.503346666,-2.457762175
7/26/2021,8/1/2021,8/1/2021,FD,29.632656,34.722553,17.523058,3.326603055,Good,-2.503346666,-2.457799165
6/12/2021,6/16/2021,6/15/2021,FD,29.632656,34.722553,17.523058,2.184749573,Good,-2.503346666,-2.457873461
8/28/2021,9/1/2021,9/1/2021,FD,29.632656,34.722553,17.523058,2.33442992,Good,-2.503346666,-2.457864774
4/3/2021,4/10/2021,4/10/2021,FD,29.632656,34.722553,17.523058,5.211390066,Good,-2.503346666,-2.457806624
6/1/2021,6/7/2021,6/6/2021,FD,29.632656,34.722553,17.523058,2.999855634,Good,-2.503346666,-2.457767293
9/24/2021,9/27/2021,9/27/2021,PS,29.632656,34.722553,17.523058,2.204466376,Good,-2.503346666,-2.457783671
2/20/2021,2/25/2021,2/25/2021,FD,29.632656,34.722553,17.523058,2.762835227,Good,-2.503346666,-2.457879075
10/30/2021,11/3/2021,11/2/2021,PS,29.632656,34.722553,17.523058,2.680521678,Good,-2.503346666,-2.4578548
11/23/2021,11/26/2021,11/26/2021,PS,29.632656,34.722553,17.523058,2.347045007,Good,-2.503346666,-2.457831283
6/20/2021,6/26/2021,6/26/2021,FD,29.632656,34.722553,17.523058,3.564316415,Good,-2.503346666,-2.457832848
11/30/2021,12/3/2021,12/2/2021,PS,29.632656,34.722553,17.523058,4.491585766,Good,-2.503346666,-2.45781091
12/8/2020,12/13/2020,12/13/2020,PS,29.632656,34.722553,17.523058,2.722977563,Bad,-2.503346666,-2.457789374
9/3/2021,9/7/2021,9/6/2021,FD,29.632656,34.722553,17.523058,2.475117602,Good,-2.503346666,-2.457847775
11/16/2020,11/19/2020,11/19/2020,PS,29.632656,34.722553,17.523058,1.11829902,Good,-2.503346666,-2.457780812
11/1/2020,11/4/2020,11/3/2020,PS,29.632656,34.722553,17.523058,2.951485845,Good,-2.503346666,-2.457799897
11/17/2021,11/22/2021,11/21/2021,FD,29.632656,34.722553,17.523058,0.50694726,Good,-2.503346666,-2.457849906
11/24/2020,11/27/2020,11/26/2020,PS,29.632656,34.722553,17.523058,4.370527295,Good,-2.503346666,-2.457845974
11/30/2021,12/7/2021,12/7/2021,PS,29.632656,34.722553,17.523058,5.20490291,Good,-2.503346666,-2.457831025
3/29/2021,4/1/2021,4/1/2021,PS,29.632656,34.722553,17.523058,1.604383208,Good,-2.503346666,-2.457790276
3/12/2021,3/17/2021,3/17/2021,PS,29.632656,34.722553,17.523058,2.279872275,Good,-2.503346666,-2.457943927
